46 117 8
46 186 18
46 191 29
47 37 14
47 53 8
47 96 16
47 134 26
47 144 23
47 174 17
47 207 4
47 233 17
47 276 10
47 298 1
48 8 10
48 192 17
48 252 22
48 259 24
48 284 7
49 6 12
49 183 29
49 192 27
49 235 19
49 258 30
49 259 4
50 7 25
50 15 12
50 21 27
50 182 23
50 227 8
50 230 7
51 2 17
51 78 15
51 79 24
51 156 14
51 237 18
51 277 24
52 13 19
52 33 15
52 56 13
52 171 22
52 295 16
53 71 7
53 202 28
53 211 14
53 257 11
53 259 1
53 264 29
54 12 23
54 31 14
54 55 27
54 56 13
54 57 8
54 58 28
55 45 20
55 61 13
55 71 25
55 94 5
55 100 26
55 108 18
55 111 23
55 138 28
55 139 10
55 140 17
56 52 23
56 55 26
56 59 16
56 133 9
56 141 3
56 153 28
56 252 19
56 257 5
56 293 20
56 295 8
57 83 8
57 110 13
57 135 23
57 136 17
57 137 13
58 17 22
58 25 28
58 85 5
58 238 17
58 241 11
58 242 6
59 74 25
59 114 6
59 115 6
59 124 7
59 125 9
59 126 23
60 49 28
60 57 14
60 70 12
60 73 18
60 144 24
60 145 13
61 2 17
61 18 24
61 49 18
61 71 1
61 126 8
61 127 12
61 147 12
61 158 18
61 221 13
61 254 9
62 33 29
62 35 12
62 68 19
62 69 14
62 70 12
62 71 14
63 27 28
63 49 2
63 115 7
63 145 16
63 171 29
63 180 2
64 1 8
64 57 21
64 65 9
64 66 21
64 67 4
65 27 22
65 99 29
65 118 6
65 125 2
65 161 6
65 181 19
65 192 8
65 222 26
65 256 16
65 261 10
66 96 2
66 128 26
66 143 22
66 198 1
66 206 15
66 242 23
67 6 28
67 79 6
67 95 1
67 109 8
67 192 3
68 5 14
68 55 28
68 91 23
68 94 18
68 95 15
68 96 21
68 97 14
68 98 27
68 99 18
68 100 29
69 4 24
69 57 15
69 101 1
69 102 9
69 103 14
69 104 13
69 105 23
69 106 5
69 107 11
69 108 22
70 4 24
70 25 18
70 119 6
70 120 8
70 121 25
71 17 3
71 50 17
71 82 13
71 90 13
71 124 16
71 157 18
72 15 24
72 32 19
72 36 21
72 53 15
72 54 25
72 73 29
73 5 24
73 13 24
73 133 23
73 151 14
73 200 21
73 295 7
74 5 6
74 54 18
74 62 12
74 71 29
74 75 30
74 76 27
74 77 16
74 78 15
74 79 3
74 80 13
75 8 22
75 87 8
75 91 23
75 114 7
75 115 20
75 127 6
75 131 4
75 132 28
75 133 29
75 134 30
76 38 18
76 117 25
76 155 4
76 227 20
76 247 4
76 268 4
77 66 1
77 118 19
77 200 25
77 223 26
77 276 23
77 294 5
78 7 8
78 82 7
78 85 17
78 90 29
78 264 29
79 44 3
79 149 5
79 153 16
79 162 11
79 197 21
79 218 16
80 53 30
80 111 14
80 197 25
80 206 4
80 212 15
80 261 7
81 55 16
81 58 29
81 109 16
81 110 24
81 111 29
82 133 17
82 143 12
82 192 16
82 218 29
82 249 21
82 275 30
83 79 18
83 111 19
83 124 21
83 136 5
83 141 3
83 158 1
83 224 10
83 227 6
83 242 8
83 276 21
84 14 22
84 17 6
84 39 25
84 41 20
84 44 23
84 98 19
84 110 1
84 204 18
84 217 12
84 224 10
85 66 18
85 76 20
85 77 19
85 136 29
85 158 17
85 173 30
85 177 22
85 218 26
85 248 3
85 258 26
86 104 12
86 176 29
86 202 23
86 254 2
86 270 17
86 278 5
87 76 15
87 86 11
87 98 8
87 117 26
87 134 12
87 155 21
87 185 15
87 200 12
87 201 25
87 202 12
88 15 13
88 26 4
88 35 26
88 46 29
88 64 2
88 89 16
88 90 5
88 91 28
88 92 18
88 93 17
89 90 12
89 141 24
89 181 30
89 247 25
89 248 27
89 249 8
90 145 14
90 148 3
90 174 19
90 184 2
90 218 6
90 268 7
91 52 11
91 96 20
91 113 25
91 140 5
91 154 29
92 149 22
92 153 1
92 158 5
92 165 29
92 171 14
92 296 26
93 10 10
93 16 21
93 94 9
93 96 23
93 101 5
93 118 2
93 184 12
93 203 9
93 206 16
93 227 4
94 197 6
94 204 30
94 274 24
94 279 11
94 296 19
95 24 16
95 63 20
95 86 17
95 89 7
95 105 8
95 235 16
95 242 4
95 280 19
95 282 15
95 283 11
96 80 14
96 132 24
96 145 24
96 185 1
96 194 3
96 239 14
96 252 21
96 271 28
96 280 6
96 295 26
97 33 23
97 51 14
97 82 11
97 90 11
97 131 1
97 148 14
97 155 27
97 199 30
97 211 27
97 272 12
98 26 3
98 151 4
98 175 11
98 183 30
98 218 7
98 277 24
99 3 28
99 82 14
99 136 6
99 141 2
99 276 10
99 285 27
100 53 12
100 83 2
100 91 3
100 158 21
100 159 12
101 33 10
101 52 16
101 111 16
101 175 12
101 200 11
102 78 12
102 101 25
102 162 20
102 192 28
102 298 20
103 46 13
103 65 5
103 87 29
103 120 23
103 128 5
103 143 7
103 183 28
103 184 28
103 185 17
103 186 10
104 82 5
104 129 8
104 197 19
104 203 10
104 249 10
104 284 26
105 47 19
105 110 28
105 175 29
105 236 5
105 265 20
105 274 12
106 131 21
106 152 5
106 153 22
106 155 17
106 209 30
106 211 8
106 222 11
106 227 19
106 252 7
106 265 6
107 12 16
107 34 13
107 196 3
107 251 3
107 270 29
107 274 25
108 16 15
108 50 7
108 84 4
108 170 6
108 210 20
109 79 13
109 121 28
109 158 4
109 187 3
109 232 27
109 275 16
110 26 14
110 33 24
110 171 29
110 213 14
110 223 4
110 233 19
111 66 23
111 133 26
111 173 9
111 232 19
111 276 2
112 6 21
112 30 21
112 64 18
112 86 18
112 101 11
112 113 13
113 58 10
113 87 21
113 98 13
113 136 25
113 146 28
113 147 5
113 148 19
113 149 29
113 150 21
113 151 29
114 25 13
114 102 8
114 148 18
114 202 22
114 218 29
114 275 25
115 17 8
115 48 24
115 97 22
115 265 5
115 276 18
116 17 14
116 78 19
116 82 11
116 107 22
116 196 23
116 199 28
116 207 27
116 218 11
116 238 19
116 269 29
117 133 18
117 136 4
117 143 25
117 153 7
117 252 26
118 53 1
118 129 9
118 173 3
118 206 25
118 296 29
119 8 25
119 97 6
119 136 9
119 155 19
119 156 2
119 157 18
120 26 29
120 33 13
120 117 20
120 151 29
120 267 12
121 48 4
121 93 14
121 149 19
121 150 26
121 152 25
121 165 10
121 205 17
121 262 12
121 284 4
121 292 15
122 9 2
122 41 20
122 70 25
122 103 10
122 123 17
123 22 25
123 40 6
123 66 2
123 109 25
123 118 24
123 148 13
123 182 7
123 206 12
123 216 12
123 268 14
124 19 23
124 35 14
124 92 19
124 93 19
124 96 17
124 131 10
124 172 12
124 226 22
124 251 5
124 261 11
125 43 27
125 138 3
125 160 24
125 161 22
125 162 11
125 163 24
126 29 8
126 52 15
126 120 7
126 133 23
126 178 2
126 223 4
127 24 12
127 63 3
127 78 21
127 141 1
127 142 10
127 143 14
128 106 27
128 129 15
128 132 10
128 177 30
128 209 21
129 111 30
129 133 25
129 177 25
129 213 1
129 227 23
129 240 29
130 37 22
130 93 8
130 96 13
130 97 10
130 277 27
130 283 28
131 108 16
131 220 5
131 249 19
131 267 19
131 276 5
131 295 12
132 104 5
132 139 30
132 140 5
132 145 20
132 214 19
132 215 27
133 16 24
133 65 8
133 66 15
133 98 19
133 143 5
133 264 8
134 16 22
134 33 28
134 43 16
134 82 23
134 92 28
134 117 4
134 197 4
134 220 4
134 268 27
134 274 16
135 21 16
135 43 30
135 158 14
135 177 17
135 178 3
135 179 28
136 73 7
136 117 9
136 211 1
136 252 1
136 257 1
137 22 2
137 45 9
137 98 8
137 222 22
137 275 4
138 71 15
138 101 29
138 125 4
138 146 20
138 152 22
138 153 9
139 48 19
139 56 12
139 93 8
139 206 11
139 231 21
140 58 18
140 114 4
140 128 2
140 192 6
140 193 2
140 194 27
141 13 30
141 56 27
141 73 29
141 137 22
141 257 25
141 295 10
142 13 14
142 123 12
142 187 30
142 188 12
142 237 18
143 88 23
143 117 30
143 137 26
143 223 27
143 242 6
143 263 21
144 66 6
144 92 24
144 131 29
144 184 9
144 285 12
144 296 4
145 83 14
145 142 25
145 215 25
145 255 14
145 293 18
146 10 13
146 22 9
146 49 28
146 66 17
146 125 13
146 148 14
146 165 12
146 195 8
146 228 19
146 246 4
147 121 6
147 153 18
147 207 10
147 289 12
147 292 19
148 52 19
148 82 7
148 98 4
148 200 7
148 257 13
149 61 17
149 64 9
149 133 30
149 249 21
149 252 29
149 257 5
149 259 7
149 270 17
149 293 15
149 296 23
150 114 28
150 115 3
150 169 28
150 190 28
150 199 5
151 37 25
151 44 29
151 117 18
151 143 12
151 239 15
151 264 12
152 26 25
152 110 5
152 184 12
152 215 17
152 223 26
153 66 18
153 96 3
153 133 23
153 143 24
153 165 10
153 264 16
154 14 1
154 66 1
154 76 30
154 85 24
154 104 7
154 121 22
154 173 24
154 290 24
154 296 9
154 297 12
155 123 27
155 124 26
155 218 20
155 222 11
155 298 6
156 117 26
156 118 10
156 158 25
156 159 5
156 182 10
156 185 2
156 210 9
156 249 10
156 254 6
156 286 19
157 6 1
157 209 17
157 237 9
157 238 19
157 239 5
157 240 8
158 6 7
158 33 25
158 56 6
158 175 30
158 262 11
158 268 26
159 33 1
159 143 20
159 177 20
159 227 10
159 265 21
159 283 8
160 8 21
160 119 1
160 120 29
160 130 26
160 143 16
160 153 27
160 170 7
160 171 21
160 172 23
160 173 5
161 49 28
161 79 26
161 106 8
161 128 25
161 151 3
161 154 20
161 206 4
161 233 8
161 256 27
161 257 29
162 3 17
162 33 23
162 70 7
162 98 28
162 118 16
162 148 13
162 194 21
162 198 9
162 212 14
162 250 2
163 108 27
163 124 25
163 153 20
163 219 14
163 267 16
163 277 8
164 23 23
164 61 22
164 138 21
164 165 6
164 166 7
165 6 29
165 141 17
165 151 9
165 219 25
165 239 21
166 44 24
166 48 13
166 64 12
166 66 23
166 85 1
166 136 21
166 155 17
166 182 7
166 188 13
166 202 14
167 70 19
167 108 8
167 150 10
167 152 9
167 168 25
167 169 14
168 61 5
168 70 26
168 80 16
168 124 27
168 126 4
168 200 20
169 99 12
169 123 19
169 137 17
169 166 11
169 222 25
170 32 29
170 94 3
170 136 30
170 162 17
170 174 9
170 236 29
171 93 1
171 136 21
171 143 1
171 173 17
171 211 1
172 22 29
172 28 26
172 33 12
172 86 23
172 92 4
172 159 25
172 236 23
172 251 2
172 275 21
172 296 4
173 21 21
173 66 18
173 133 28
173 143 23
173 153 11
173 182 22
173 209 29
173 211 1
173 264 14
173 281 9
174 5 28
174 22 11
174 32 2
174 86 30
174 187 7
174 188 3
175 13 13
175 90 30
175 111 16
175 148 26
175 186 13
175 199 26
175 211 7
175 241 23
175 257 23
175 264 10
176 13 15
176 109 3
176 139 23
176 169 21
176 184 26
176 254 2
177 73 27
177 146 24
177 151 7
177 202 15
177 213 13
177 241 8
177 242 4
177 253 27
177 263 2
177 278 15
178 24 9
178 127 17
178 242 1
178 249 1
178 252 17
178 284 15
179 46 1
179 100 16
179 116 26
179 181 23
179 218 11
179 228 13
179 241 25
179 247 10
179 251 15
179 252 14
180 13 23
180 29 29
180 52 25
180 90 4
180 107 29
180 133 23
180 178 30
180 190 18
180 248 19
180 256 13
181 71 1
181 109 9
181 128 7
181 135 22
181 176 7
181 182 24
182 2 26
182 85 11
182 120 30
182 237 17
182 248 11
183 26 27
183 27 28
183 123 14
183 175 30
183 204 29
184 41 10
184 129 10
184 173 24
184 233 19
184 251 22
184 252 23
185 53 11
185 80 4
185 141 30
185 156 23
185 264 17
186 62 19
186 66 25
186 67 18
186 133 23
186 143 1
186 153 16
186 201 27
186 262 19
186 264 19
186 286 30
187 42 6
187 90 30
187 93 27
187 236 10
187 252 13
187 279 14
188 18 12
188 32 1
188 62 6
188 81 5
188 86 23
188 109 9
188 141 11
188 177 11
188 209 21
188 238 8
189 9 1
189 50 9
189 51 4
189 187 16
189 190 11
189 191 20
190 80 8
190 131 14
190 177 12
190 182 23
190 223 14
191 130 24
191 152 21
191 165 26
191 226 19
191 255 13
192 6 29
192 14 15
192 66 17
192 111 16
192 198 8
192 214 5
192 218 4
192 236 9
192 242 27
192 276 19
193 45 16
193 71 5
193 118 20
193 136 29
193 139 20
194 78 11
194 91 4
194 130 20
194 151 9
194 211 4
195 58 23
195 75 14
195 196 29
195 197 8
195 198 16
195 199 6
196 13 25
196 85 6
196 197 28
196 203 22
196 204 21
197 180 28
197 201 25
197 214 14
197 220 3
197 252 13
197 277 29
198 22 18
198 52 5
198 94 7
198 134 10
198 282 5
199 4 14
199 104 6
199 186 11
199 217 11
199 267 20
200 26 5
200 117 23
200 120 5
200 186 20
200 232 23
200 257 18
201 21 21
201 77 29
201 202 10
201 250 14
201 262 11
202 66 19
202 151 15
202 186 4
202 257 26
202 264 11
203 38 29
203 65 10
203 137 29
203 162 22
203 267 12
204 33 28
204 52 21
204 142 13
204 257 24
204 267 16
204 271 5
205 55 6
205 152 17
205 206 20
205 207 25
205 208 26
206 26 20
206 117 24
206 153 6
206 164 15
206 173 10
206 239 8
207 13 11
207 25 21
207 93 20
207 212 20
207 220 12
207 261 28
208 148 27
208 232 21
208 234 4
208 236 30
208 251 24
208 289 8
209 17 21
209 71 22
209 131 9
209 170 21
209 229 30
209 268 19
210 4 11
210 177 3
210 191 20
210 235 6
210 236 1
211 66 29
211 90 16
211 118 17
211 143 6
211 173 13
211 264 22
212 83 27
212 117 1
212 141 9
212 153 10
212 252 26
212 257 11
213 1 1
213 33 5
213 38 2
213 42 12
213 52 21
213 80 17
213 98 19
213 138 27
213 277 6
213 296 2
214 26 22
214 66 27
214 80 15
214 222 29
214 261 8
215 26 9
215 95 3
215 108 25
215 151 8
215 212 28
215 214 20
215 222 15
215 264 1
215 277 6
215 278 20
216 6 28
216 39 7
216 90 12
216 140 22
216 161 14
216 186 3
216 217 9
216 218 8
216 219 21
216 220 15
217 92 7
217 136 6
217 186 6
217 211 6
217 239 15
217 278 11
218 38 6
218 175 10
218 206 17
218 212 29
218 264 25
218 294 27
219 42 3
219 52 10
219 141 1
219 217 7
219 295 9
220 83 12
220 133 29
220 173 15
220 202 11
220 212 26
221 3 22
221 82 12
221 118 22
221 136 2
221 214 21
221 233 15
222 4 10
222 24 30
222 34 13
222 68 27
222 91 22
222 131 16
222 133 10
222 144 8
222 147 22
222 174 23
223 117 20
223 120 27
223 212 14
223 221 17
223 267 4
224 6 29
224 67 22
224 144 26
224 189 6
224 204 14
224 225 6
225 13 2
225 73 21
225 78 30
225 120 20
225 189 4
225 228 15
225 232 3
225 258 20
225 262 24
225 263 30
226 30 4
226 128 26
226 173 14
226 227 27
226 228 22
226 229 29
227 92 10
227 93 14
227 120 10
227 134 22
227 141 20
227 200 14
227 243 19
227 282 23
227 290 24
227 296 9
228 78 9
228 148 7
228 183 3
228 202 13
228 211 29
229 44 21
229 90 25
229 93 22
229 128 30
229 150 23
229 158 24
229 262 16
229 271 3
229 277 5
229 294 14
230 39 26
230 60 29
230 105 6
230 131 30
230 174 18
230 186 12
230 190 4
230 216 8
230 254 23
230 264 2
231 48 13
231 101 21
231 148 21
231 198 10
231 274 27
231 286 5
232 66 25
232 102 10
232 133 22
232 153 8
232 173 14
232 264 27
233 120 28
233 136 21
233 148 2
233 151 27
233 213 10
233 279 1
234 98 3
234 101 6
234 112 18
234 116 9
234 119 2
234 162 6
234 187 19
234 247 23
234 252 15
234 261 22
235 6 5
235 28 14
235 32 18
235 35 7
235 77 28
235 86 17
235 166 28
235 175 19
235 214 21
235 265 26
236 33 27
236 84 7
236 99 23
236 202 18
236 249 11
236 285 3
237 4 18
237 19 18
237 133 8
237 134 7
237 228 12
237 260 1
238 3 16
238 109 10
238 117 1
238 127 15
238 142 11
238 224 30
238 239 16
238 268 2
238 274 17
238 277 9
239 32 1
239 66 28
239 143 12
239 173 28
239 252 30
239 273 23
240 104 20
240 134 15
240 159 20
240 211 11
240 251 21
241 59 13
241 132 5
241 138 24
241 168 21
241 204 10
241 232 5
241 249 2
241 261 8
241 271 21
241 296 19
242 101 21
242 104 17
242 129 7
242 199 14
242 202 7
243 158 28
243 276 11
243 278 6
243 287 18
243 289 5
244 39 18
244 131 5
244 155 13
244 171 27
244 219 24
244 274 12
245 10 22
245 137 27
245 143 11
245 244 25
245 253 2
245 261 10
246 104 11
246 115 22
246 154 21
246 180 7
246 250 30
247 126 11
247 190 12
247 245 13
247 253 14
247 254 28
247 255 10
248 12 21
248 34 5
248 48 24
248 82 6
248 101 22
248 140 21
248 191 18
248 192 1
248 239 14
248 251 1
249 26 15
249 53 11
249 257 19
249 275 13
249 276 11
250 44 25
250 218 10
250 272 2
250 284 5
250 287 4
251 94 19
251 117 19
251 133 15
251 175 25
251 211 2
251 257 2
252 192 6
252 232 27
252 256 23
252 257 18
252 259 29
252 264 2
253 2 13
253 32 1
253 73 21
253 96 26
253 97 2
253 122 2
253 185 30
253 221 14
253 240 30
253 250 8
254 10 5
254 98 26
254 102 7
254 219 11
254 223 7
255 104 8
255 118 26
255 153 30
255 155 12
255 221 15
255 259 9
256 148 7
256 165 1
256 199 22
256 200 3
256 211 6
256 215 27
257 133 12
257 175 8
257 186 12
257 202 24
257 259 10
257 264 20
258 172 20
258 218 27
258 241 14
258 253 23
258 264 20
259 3 26
259 33 15
259 61 7
259 66 1
259 143 11
259 173 15
259 186 13
259 196 30
259 232 14
259 264 10
260 4 8
260 17 15
260 67 21
260 102 1
260 142 28
260 185 19
261 14 3
261 33 19
261 111 30
261 125 15
261 257 4
261 295 30
262 117 30
262 141 14
262 171 13
262 173 26
262 209 14
262 295 4
263 7 10
263 97 22
263 105 12
263 118 14
263 128 7
263 165 4
263 191 20
263 192 8
263 196 19
263 203 27
264 24 29
264 25 9
264 66 5
264 90 18
264 92 7
264 143 15
264 181 27
264 189 2
264 195 27
264 257 24
265 37 29
265 53 5
265 200 26
265 261 6
265 277 11
266 21 8
266 75 7
266 108 22
266 130 12
266 156 27
266 223 22
266 251 23
266 254 23
266 262 4
266 267 27
267 52 11
267 99 23
267 121 8
267 133 21
267 141 9
267 151 7
267 155 17
267 196 24
267 268 17
267 279 12
268 223 6
268 232 7
268 276 27
268 277 16
268 284 6
269 14 23
269 17 20
269 80 26
269 99 5
269 101 24
269 128 9
269 202 30
269 264 15
269 270 14
269 271 6
270 56 4
270 107 28
270 111 6
270 231 23
270 232 30
270 257 22
271 14 14
271 99 27
271 110 4
271 202 26
271 209 1
271 277 24
272 60 6
272 90 2
272 94 2
272 115 11
272 138 21
272 156 19
272 158 29
272 222 8
272 254 1
272 295 20
273 62 1
273 69 30
273 118 5
273 130 10
273 144 11
273 148 19
273 156 19
273 192 29
273 257 12
273 284 1
274 38 23
274 66 7
274 141 18
274 259 6
274 261 12
275 44 26
275 104 9
275 110 13
275 170 27
275 247 24
275 298 6
276 66 22
276 73 30
276 202 27
276 257 1
276 295 18
277 0 4
277 52 8
277 61 22
277 86 16
277 136 25
277 141 1
277 143 27
277 183 13
277 264 23
277 279 13
278 33 4
278 37 28
278 73 15
278 115 4
278 140 19
278 143 7
278 189 28
278 206 7
278 212 11
278 290 8
279 47 11
279 120 27
279 136 3
279 233 28
279 272 20
280 59 29
280 67 19
280 120 14
280 144 28
280 256 25
280 281 23
281 22 3
281 59 4
281 96 26
281 109 12
281 200 29
281 202 1
281 210 5
281 214 17
281 227 24
281 238 15
282 120 3
282 175 5
282 268 22
282 286 2
282 295 23
283 26 21
283 34 13
283 117 18
283 120 3
283 186 14
283 192 27
284 17 5
284 153 18
284 159 23
284 252 12
284 264 29
284 278 29
285 121 10
285 162 10
285 198 30
285 261 8
285 273 14
286 5 4
286 56 14
286 90 29
286 186 4
286 241 25
287 56 18
287 126 14
287 130 23
287 152 28
287 153 19
287 176 15
287 205 21
287 221 17
287 262 16
287 277 13
288 22 7
288 159 8
288 184 24
288 232 7
288 237 23
288 253 25
289 4 23
289 48 17
289 147 3
289 214 2
289 247 30
289 290 16
290 46 4
290 61 24
290 92 4
290 165 1
290 183 22
290 196 20
290 200 12
290 207 22
290 253 16
290 270 24
291 19 19
291 24 22
291 90 30
291 100 14
291 101 24
291 211 27
291 213 21
291 223 18
291 251 9
291 266 7
292 86 27
292 171 23
292 219 21
292 240 26
292 248 7
292 257 17
293 23 1
293 48 22
293 73 24
293 118 30
293 133 20
293 170 13
293 198 4
293 231 5
293 276 27
293 292 19
294 91 30
294 98 27
294 137 6
294 162 18
294 259 30
294 277 15
295 21 28
295 37 14
295 86 7
295 90 25
295 128 22
295 143 11
295 173 11
295 186 14
295 216 1
295 239 12
296 25 28
296 66 25
296 73 4
296 111 27
296 136 14
296 155 26
296 186 25
296 200 13
296 240 12
296 293 8
297 151 5
297 163 14
297 229 1
297 234 12
297 242 3
298 7 24
298 48 19
298 53 18
298 144 30
298 197 20
298 202 5
298 209 29
298 239 28
298 276 25
298 282 19
299 10 5
299 57 3
299 90 8
299 110 9
299 144 26
299 148 7
299 163 27
299 167 30
299 249 27
299 278 5
;

end;
